P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_UPDATE,P_MASS,P_MASS_ORIGIN,P_RADIUS,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_INCLINATION,P_OMEGA,S_NAME,S_NAME_HD,S_NAME_HIP,S_TYPE,S_RA,S_DEC,S_RA_STR,S_DEC_STR,S_MAG,S_DISTANCE,S_TEMPERATURE,S_MASS,S_RADIUS,S_METALLICITY,S_AGE,S_LOG_LUM,S_LOG_G,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_TEMP_EQUIL,P_TEMP_SURF,P_TYPE,S_TYPE_TEMP,S_RA_TXT,S_DEC_TXT,S_LUMINOSITY,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
Kepler-80 f,Transit,Kepler,2016,2019-04-16,1.92,M-R relationship,1.21,0.9867873,0.0175,0.0,86.5,,Kepler-80,,,K5,296.11258,39.978745,19h44m27.02s,+39d58m43.48s,15.23,369.451,4540.0,0.73,0.68,0.04,2.0,-0.77,4.64,1.2596733,1.5867769,1.3113858,1.0837899,0.0002416292,0.0175,0.0175,0.0175,0.0175,554.52854,1236.1771,1396.0678,Terran,K,19 44 27.02,+39 58 43.48,0.16982437,1.1126633,0.21775286,0.36155202,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-553 c,Transit,Kepler,2016,2019-04-16,86.78463,Msini,11.2,328.23995,0.9084,0.0,89.75,,Kepler-553,,,,298.55089,48.332541,19h54m12.21s,+48d19m57.15s,15.034,728.525,5266.0,0.92,0.85,0.21,2.88,-0.261,4.55,2.7836357,7.7486277,0.69184176,0.061771585,0.041363191,0.9084,0.9084,0.9084,0.9084,0.66442467,229.99116,,Jovian,K,19 54 12.21,+48 19 57.15,0.54827696,1.9992346,0.81871704,0.41500455,1,1,Warm,0,Cygnus,Cyg,Swan
Kepler-766 b,Transit,Kepler,2016,2019-04-16,11.4,M-R relationship,3.39,6.100278,0.066,0.0,89.92,,Kepler-766,,,,293.18451,37.969836,19h32m44.28s,+37d58m11.41s,15.825,2297.62,5992.0,1.1,1.15,0.09,3.63,0.451,4.36,1.8338026,3.3628319,0.9919858,0.29262118,0.0014393505,0.066,0.066,0.066,0.066,648.50321,1285.5168,,Neptunian,G,19 32 44.28,+37 58 11.41,2.82488,4.5379924,3.0247101,0.45779759,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-770 c,Transit,Kepler,2016,2019-04-16,1.87,M-R relationship,1.2,1.4753223,0.0309,0.0,88.41,,Kepler-770,,,,286.49046,38.374872,19h05m57.71s,+38d22m29.54s,14.852,930.457,5598.0,0.94,0.92,-0.01,4.57,0.054,4.49,1.2483322,1.5583333,1.2986111,1.0821759,0.00038873023,0.0309,0.0309,0.0309,0.0309,1185.9955,1494.9287,1688.287,Terran,G,19 05 57.71,+38 22 29.54,1.1324004,2.8731861,1.4586743,0.45142626,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-778 b,Transit,Kepler,2016,2019-04-16,3.46,M-R relationship,1.68,3.7557443,0.0453,0.0,89.43,,Kepler-778,,,,287.47749,44.23747,19h09m54.60s,+44d14m14.89s,15.959,938.168,5102.0,0.81,0.77,-0.09,5.25,-0.413,4.58,1.4351041,2.0595238,1.225907,0.72970657,0.00073521407,0.0453,0.0453,0.0453,0.0453,188.27974,943.62754,1065.679,Superterran,K,19 09 54.60,+44 14 14.89,0.38636698,1.6782775,0.59201977,0.43962231,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-1987 d,Transit,Kepler,2023,2023-05-16,7.56,M-R relationship,2.66,5.6449141,0.0571,0.0,88.57,,Kepler-1987,,,,295.82547,42.943372,19h43m18.11s,+42d56m36.14s,15.477,595.683,4769.0,0.8,0.71,0.12,,-0.616,4.62,1.6858545,2.8421053,1.0684606,0.40167693,0.0012075319,0.0571,0.0571,0.0571,0.0571,74.255356,747.79345,,Neptunian,K,19 43 18.11,+42 56 36.14,0.2421029,1.3285067,0.33272129,0.42826685,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-1987 e,Transit,Kepler,2023,2023-05-16,4.35,M-R relationship,1.92,8.7429201,0.0765,0.0,89.95,,Kepler-1987,,,,295.82547,42.943372,19h43m18.11s,+42d56m36.14s,15.477,595.683,4769.0,0.8,0.71,0.12,,-0.616,4.62,1.5051993,2.265625,1.180013,0.61459012,0.0013455911,0.0765,0.0765,0.0765,0.0765,41.369201,646.05426,729.61676,Superterran,K,19 43 18.11,+42 56 36.14,0.2421029,1.3285067,0.33272129,0.42826685,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-549 b,Transit,Kepler,2016,2019-04-16,11.0,Mass,2.57,42.949565,0.2283,0.0,89.99,,Kepler-549,,,,283.02285,47.261143,18h52m05.48s,+47d15m40.12s,14.805,635.145,5360.0,0.88,0.84,-0.03,4.57,-0.306,4.54,2.0688537,4.2801556,1.6654302,0.64802732,0.0052998205,0.2283,0.2283,0.2283,0.2283,9.4839264,447.04038,,Neptunian,G,18 52 05.48,+47 15 40.12,0.49431069,1.8982953,0.94805572,0.44160952,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-801 b,Transit,Kepler,2016,2019-04-16,4.66,M-R relationship,2.0,11.419283,0.0795,0.0,89.36,,Kepler-801,,,,286.07518,44.664628,19h04m18.04s,+44d39m52.66s,15.596,440.426,4435.0,0.67,0.63,-0.17,3.55,-0.798,4.66,1.5264338,2.33,1.165,0.5825,0.0015179452,0.0795,0.0795,0.0795,0.0795,25.19218,570.71087,644.52825,Superterran,K,19 04 18.04,+44 39 52.66,0.15922087,1.0773672,0.17668735,0.38662313,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-744 b,Transit,Kepler,2016,2019-04-16,3.26,M-R relationship,1.62,12.062224,0.0993,0.0,89.47,,Kepler-744,,,,296.49605,47.182785,19h45m59.05s,+47d10m58.03s,13.718,449.964,5594.0,0.94,0.93,0.0,5.13,-0.222,4.48,1.4185717,2.0123457,1.2421887,0.76678314,0.0015034803,0.0993,0.0993,0.0993,0.0993,60.827715,711.41839,803.43528,Superterran,G,19 45 59.05,+47 10 58.03,0.59979108,2.0910469,1.4486847,0.46020749,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-283 c,Transit,Kepler,2014,2019-04-16,3.97,M-R relationship,1.82,92.743711,0.341,0.0,89.99,,Kepler-283,,,,293.61374,47.838938,19h34m27.30s,+47d50m20.18s,16.216,468.094,4351.0,0.6,0.57,-0.17,3.09,-0.983,4.72,1.4769288,2.1813187,1.1985267,0.65853118,0.006403529,0.341,0.341,0.341,0.341,0.8943165,247.72653,279.76819,Superterran,K,19 34 27.30,+47 50 20.18,0.10399202,0.87069042,0.14742021,0.36413995,1,1,Warm,2,Cygnus,Cyg,Swan
Kepler-830 b,Transit,Kepler,2016,2019-04-16,3.53,M-R relationship,1.7,11.296951,0.1033,0.0,87.54,,Kepler-830,,,,295.05424,42.756832,19h40m13.02s,+42d45m24.59s,14.88,1122.0,6037.0,1.07,1.11,-0.02,3.47,0.169,4.38,1.4409964,2.0764706,1.2214533,0.71850193,0.0015382109,0.1033,0.1033,0.1033,0.1033,138.29273,873.5737,986.56422,Superterran,F,19 40 13.02,+42 45 24.59,1.4757065,3.2799239,3.2378453,0.45020227,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-797 b,Transit,Kepler,2016,2019-04-16,5.35,M-R relationship,2.17,27.072377,0.181,0.0,89.97,,Kepler-797,,,,297.20891,41.781645,19h48m50.14s,+41d46m53.92s,14.751,1315.26,5680.0,0.96,0.95,-0.02,3.89,0.47,4.47,1.5701713,2.4654378,1.1361464,0.52356979,0.0032098988,0.181,0.181,0.181,0.181,90.083002,784.80258,886.31119,Superterran,G,19 48 50.14,+41 46 53.92,2.9512092,4.6383526,1.6911721,0.44256138,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-758 c,Transit,Kepler,2016,2019-04-16,3.5,M-R relationship,1.69,4.7579399,0.0547,0.0,84.31,,Kepler-758,,,,293.08461,41.135405,19h32m20.31s,+41d08m07.46s,14.379,1502.32,6228.0,1.16,1.42,-0.1,3.8,0.563,4.19,1.439099,2.0710059,1.2254473,0.72511674,0.0007906348,0.0547,0.0547,0.0547,0.0547,1221.871,1506.1078,1700.912,Superterran,F,19 32 20.31,+41 08 07.46,3.6559479,5.162544,4.6180223,0.46954235,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-798 b,Transit,Kepler,2016,2019-04-16,6.3,M-R relationship,2.39,13.719334,0.1174,0.0,89.93,,Kepler-798,,,,292.47828,42.142282,19h29m54.79s,+42d08m32.22s,14.221,972.274,6224.0,1.19,1.29,0.03,2.82,0.222,4.29,1.6235711,2.6359833,1.1029219,0.46147358,0.002046686,0.1174,0.1174,0.1174,0.1174,120.96614,844.82287,954.09468,Superterran,F,19 29 54.79,+42 08 32.22,1.6672472,3.486292,4.6255979,0.45059048,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-1901 b,Transit,Kepler,2021,2021-12-05,2.77,M-R relationship,1.474,3.4841299,0.0453,0.0,89.68,,Kepler-1901,,,,291.16436,45.318306,19h24m39.45s,+45d19m05.90s,15.097,1028.37,5696.0,1.02,0.92,0.14,0.7,-0.003,4.52,1.3708538,1.8792402,1.2749255,0.86494266,0.00063218373,0.0453,0.0453,0.0453,0.0453,483.95346,1194.8148,1349.3556,Terran,G,19 24 39.45,+45 19 05.90,0.99311605,2.6906906,1.7737892,0.33931878,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-1667 b,Transit,Kepler,2020,2020-09-08,9.19,M-R relationship,2.984,83.5781,0.4256,0.0,89.59,,Kepler-1667,,,,283.53295,48.09436,18h54m07.91s,+48d05m39.70s,13.52,626.819,5941.54,1.09,1.09,-0.26,4.7,0.123,4.4,1.7549241,3.0797587,1.0320907,0.34587491,0.008664627,0.4256,0.4256,0.4256,0.4256,7.3281907,419.13015,,Neptunian,G,18 54 07.91,+48 05 39.70,1.3273945,3.1107404,2.7651111,0.47648582,0,0,Hot,0,Draco,Dra,Dragon
Kepler-1311 d,Transit,Kepler,2021,2021-12-05,67.5,M-R relationship,9.658,197.511,0.6711,0.0,89.49,,Kepler-1311,,,,289.65126,43.824444,19h18m36.30s,+43d49m28.00s,13.528,866.331,5616.0,1.03,1.67,0.04,7.2,0.472,4.0,2.6436763,6.9890246,0.72365134,0.07492766,0.027064167,0.6711,0.6711,0.6711,0.6711,6.5830253,408.04315,,Jovian,G,19 18 36.30,+43 49 28.00,2.9648314,4.6490452,1.5510468,0.50202575,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-593 b,Transit,Kepler,2016,2019-04-16,8.6,M-R relationship,2.87,21.21709,0.1508,0.0,86.39,,Kepler-593,,,,294.95139,48.651171,19h39m48.33s,+48d39m04.22s,14.622,973.76,5967.0,1.08,1.1,0.04,3.63,0.079,4.39,1.7310447,2.9965157,1.0440821,0.36379168,0.0030121608,0.1508,0.1508,0.1508,0.1508,52.746946,686.51343,,Neptunian,G,19 39 48.33,+48 39 04.22,1.1994993,2.9570847,2.8798807,0.45500607,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-831 b,Transit,Kepler,2016,2019-04-16,2.15,M-R relationship,1.27,5.6215394,0.0603,0.0,86.54,,Kepler-831,,,,294.98556,42.727736,19h39m56.53s,+42d43m39.85s,13.751,593.54,5732.0,0.99,0.97,0.02,4.17,0.012,4.46,1.3011201,1.6929134,1.3330027,1.0496084,0.00078109462,0.0603,0.0603,0.0603,0.0603,282.72576,1044.5784,1179.6872,Terran,G,19 39 56.53,+42 43 39.85,1.0280163,2.7375607,1.8682741,0.45233401,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-581 b,Transit,Kepler,2016,2019-04-16,7.41,M-R relationship,2.63,40.606982,0.2259,0.0,89.41,,Kepler-581,,,,295.43266,40.648187,19h41m43.84s,+40d38m53.47s,14.701,703.758,5772.0,1.0,1.0,0.03,4.07,-0.169,4.44,1.6785382,2.8174905,1.0712892,0.40733428,0.0044052871,0.2259,0.2259,0.2259,0.2259,13.279066,486.28581,,Neptunian,G,19 41 43.84,+40 38 53.47,0.67764151,2.2226126,2.0078915,0.45201957,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-585 b,Transit,Kepler,2016,2019-04-16,8.4,M-R relationship,2.83,2.7523598,0.0375,0.0,87.36,,Kepler-585,,,,286.52849,43.873375,19h06m06.84s,+43d52m24.15s,14.188,585.187,5593.0,0.96,0.93,0.03,3.63,-0.163,4.49,1.7228459,2.9681979,1.0488332,0.37061243,0.00077295202,0.0375,0.0375,0.0375,0.0375,488.582,1197.6615,,Neptunian,G,19 06 06.84,+43 52 24.15,0.68706844,2.238019,1.4563828,0.43748821,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-59 c,Transit,Kepler,2012,2021-09-20,4.58,M-R relationship,1.98,17.980124,0.1372,0.0,88.06,,Kepler-59,,,,287.03949,46.640168,19h08m09.48s,+46d38m24.60s,14.467,1163.22,6074.0,1.04,0.94,0.02,0.26,0.324,4.51,1.5208982,2.3131313,1.1682481,0.59002431,0.0022494866,0.1372,0.1372,0.1372,0.1372,112.01902,828.74831,935.94098,Superterran,F,19 08 09.48,+46 38 24.60,2.1086281,3.9207014,3.4177921,0.28955529,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-591 b,Transit,Kepler,2016,2019-04-16,11.4,M-R relationship,3.39,81.16943,0.3554,0.0,88.79,,Kepler-591,,,,286.02405,48.431729,19h04m05.77s,+48d25m54.22s,14.628,785.137,5677.0,0.97,0.94,0.01,4.17,-0.078,4.48,1.8338026,3.3628319,0.9919858,0.29262118,0.0080825248,0.3554,0.3554,0.3554,0.3554,6.6155378,408.54603,,Neptunian,G,19 04 05.77,+48 25 54.22,0.83560302,2.4681058,1.6883,0.44926725,0,0,Hot,0,Draco,Dra,Dragon
Kepler-812 b,Transit,Kepler,2016,2019-04-16,12.3,M-R relationship,3.55,10.117165,0.1024,0.0,88.95,,Kepler-812,,,,288.85528,48.208517,19h15m25.27s,+48d12m30.66s,13.815,1482.74,6761.0,1.45,1.71,0.02,1.66,0.752,4.13,1.8613943,3.4647887,0.97599683,0.27492868,0.0020889638,0.1024,0.1024,0.1024,0.1024,538.76588,1227.2972,,Neptunian,F,19 15 25.27,+48 12 30.66,5.6493697,6.4174688,12.429116,0.44058751,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-651 b,Transit,Kepler,2016,2018-09-25,6.21,M-R relationship,2.37,21.385215,0.1409,0.0,89.16,,Kepler-651,,,,287.33273,46.203437,19h09m19.85s,+46d12m12.37s,14.233,509.408,5522.0,0.92,0.87,-0.04,3.55,-0.253,4.53,1.6187196,2.6202532,1.1055921,0.46649454,0.0026635703,0.1409,0.1409,0.1409,0.1409,28.130536,586.67045,662.55208,Superterran,G,19 09 19.85,+46 12 12.37,0.55847019,2.0177333,1.2709838,0.42972653,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-790 b,Transit,Kepler,2016,2019-04-16,5.39,M-R relationship,2.18,13.734698,0.101,0.0,86.64,,Kepler-790,,,,286.91715,38.872212,19h07m40.12s,+38d52m19.96s,15.534,703.168,5208.0,0.84,0.8,-0.05,4.9,-0.424,4.56,1.5724112,2.4724771,1.1341638,0.52025862,0.0018773408,0.101,0.101,0.101,0.101,36.928125,627.97018,709.19364,Superterran,K,19 07 40.12,+38 52 19.96,0.3767038,1.6571574,0.71893474,0.43989661,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-615 b,Transit,Kepler,2016,2019-04-16,3.68,M-R relationship,1.74,10.355847,0.085,0.0,89.64,,Kepler-615,,,,282.45069,46.321367,18h49m48.17s,+46d19m16.92s,14.623,330.0,4655.0,0.73,0.69,-0.07,3.72,-0.695,4.62,1.4542842,2.1149425,1.2154842,0.69855414,0.0014578488,0.085,0.085,0.085,0.085,27.935867,585.65283,661.40284,Superterran,K,18 49 48.17,+46 19 16.92,0.20183664,1.2130083,0.26531844,0.40094944,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-793 b,Transit,Kepler,2016,2019-04-16,2.45,M-R relationship,1.37,4.2415364,0.0491,0.0,88.62,,Kepler-793,,,,295.21673,38.774427,19h40m52.02s,+38d46m27.94s,14.742,985.699,5745.0,0.98,0.97,0.0,4.27,0.11,4.46,1.3372813,1.7883212,1.3053439,0.95280578,0.0006665715,0.0491,0.0491,0.0491,0.0491,534.36378,1224.7825,1383.1993,Terran,G,19 40 52.02,+38 46 27.94,1.2882496,3.0645292,1.9040152,0.45258988,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-794 b,Transit,Kepler,2016,2019-04-16,5.1,M-R relationship,2.11,11.131251,0.1036,0.0,89.97,,Kepler-794,,,,288.13368,38.996892,19h12m32.08s,+38d59m48.81s,13.599,931.192,5839.0,1.19,1.38,0.34,4.07,0.506,4.23,1.5546902,2.4170616,1.1455268,0.54290371,0.001683266,0.1036,0.1036,0.1036,0.1036,298.73114,1059.0582,1196.0398,Superterran,G,19 12 32.08,+38 59 48.81,3.2062693,4.8346358,2.38733,0.47900446,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-802 b,Transit,Kepler,2016,2019-04-16,12.3,M-R relationship,3.54,40.058747,0.2265,0.0,88.65,,Kepler-802,,,,286.0158,45.007741,19h04m03.79s,+45d00m27.87s,15.01,780.585,5507.0,0.93,0.9,0.06,4.68,-0.226,4.5,1.8640215,3.4745763,0.98151872,0.27726518,0.0053578947,0.2265,0.2265,0.2265,0.2265,11.584134,469.9651,,Neptunian,G,19 04 03.79,+45 00 27.87,0.59429216,2.0814394,1.2431207,0.45160644,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-825 b,Transit,Kepler,2016,2019-04-16,2.96,M-R relationship,1.53,3.7736006,0.0453,0.0,90.0,,Kepler-825,,,,294.76983,39.398408,19h39m04.76s,+39d23m54.27s,14.296,807.85,5976.0,1.03,1.08,-0.08,3.55,0.12,4.39,1.3909136,1.9346405,1.2644709,0.82645159,0.0006442211,0.0453,0.0453,0.0453,0.0453,642.39714,1282.48,1448.3597,Terran,G,19 39 04.76,+39 23 54.27,1.3182567,3.1000148,2.8789053,0.44621275,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-284 c,Transit,Kepler,2014,2019-04-16,7.32,M-R relationship,2.61,37.514456,0.213,0.0,89.6,,Kepler-284,,,,293.14657,47.729705,19h32m35.18s,+47d43m46.94s,15.944,1031.95,5615.0,0.92,0.81,0.14,0.5,-0.341,4.58,1.6746933,2.8045977,1.0745585,0.41170824,0.0042534298,0.213,0.213,0.213,0.213,10.05173,453.58628,,Neptunian,G,19 32 35.18,+47 43 46.94,0.45603692,1.8233236,1.4911763,0.30996723,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-679 b,Transit,Kepler,2016,2019-04-16,9.32,M-R relationship,3.01,12.393586,0.0983,0.0,86.13,,Kepler-679,,,,296.02134,50.567802,19h44m05.12s,+50d34m04.09s,15.771,922.244,5403.0,0.87,0.84,-0.09,4.47,-0.348,4.54,1.7596436,3.0963455,1.0286862,0.34175622,0.0021675593,0.0983,0.0983,0.0983,0.0983,46.440081,665.002,,Neptunian,G,19 44 05.12,+50 34 04.09,0.44874539,1.8086884,1.016863,0.43831114,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-777 b,Transit,Kepler,2016,2019-04-16,2.76,M-R relationship,1.47,5.728126,0.0519,0.0,89.42,,Kepler-777,,,,282.72411,44.34651,18h50m53.79s,+44d20m47.44s,16.131,443.106,4043.0,0.58,0.56,-0.17,3.16,-0.968,4.71,1.3702376,1.877551,1.2772456,0.86887455,0.00087319848,0.0519,0.0519,0.0519,0.0519,39.963663,640.49542,723.33893,Terran,K,18 50 53.79,+44 20 47.44,0.10764652,0.88585729,0.085870689,0.36139489,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-611 b,Transit,Kepler,2016,2019-04-16,3.36,M-R relationship,1.65,2.4370333,0.0351,0.0,89.87,,Kepler-611,,,,286.00491,45.480304,19h04m01.18s,+45d28m49.10s,14.734,1395.56,5761.0,1.01,1.01,0.06,4.47,0.383,4.43,1.4270121,2.0363636,1.2341598,0.74797562,0.00052412113,0.0351,0.0351,0.0351,0.0351,1960.5854,1695.1032,1914.3527,Superterran,G,19 04 01.18,+45 28 49.10,2.4154608,4.1962733,1.9768486,0.46066288,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-637 b,Transit,Kepler,2016,2019-04-16,20.2,M-R relationship,4.75,23.205846,0.1867,0.0,89.92,,Kepler-637,,,,292.41726,41.416838,19h29m40.14s,+41d25m00.62s,13.5,786.091,6096.0,1.64,2.56,0.38,2.19,0.382,3.84,2.062191,4.2526316,0.89529086,0.18848229,0.0043128605,0.1867,0.1867,0.1867,0.1867,69.137133,734.56047,,Neptunian,F,19 29 40.14,+41 25 00.62,2.4099054,4.1914449,4.1313984,0.48074356,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-639 b,Transit,Kepler,2016,2019-04-16,6.26,M-R relationship,2.38,10.214205,0.0966,0.0,89.93,,Kepler-639,,,,292.18683,41.726944,19h28m44.84s,+41d43m37.00s,13.358,850.242,5896.0,1.14,1.29,0.23,4.37,0.483,4.27,1.6218052,2.6302521,1.1051479,0.46434787,0.0017047166,0.0966,0.0966,0.0966,0.0966,325.87103,1082.3336,1222.3257,Superterran,G,19 28 44.84,+41 43 37.00,3.040885,4.7082961,2.5955366,0.47782994,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-760 b,Transit,Kepler,2016,2019-04-16,9.59,M-R relationship,3.06,8.7041942,0.0772,0.0,88.6,,Kepler-760,,,,287.5932,44.179428,19h10m22.37s,+44d10m45.94s,15.181,792.336,5322.0,0.89,0.85,0.08,4.57,-0.28,4.54,1.770307,3.1339869,1.0241787,0.33469893,0.0017056061,0.0772,0.0772,0.0772,0.0772,88.057307,780.35292,,Neptunian,G,19 10 22.37,+44 10 45.94,0.52480746,1.9559771,0.8914914,0.44327599,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-814 b,Transit,Kepler,2016,2019-04-16,5.14,M-R relationship,2.12,6.1469851,0.0695,0.0,89.67,,Kepler-814,,,,284.91053,48.43159,18h59m38.53s,+48d25m53.72s,14.859,2055.77,6162.0,1.15,1.22,0.01,3.02,0.669,4.33,1.5570897,2.4245283,1.1436454,0.53945539,0.0011451397,0.0695,0.0695,0.0695,0.0695,966.11848,1420.2255,1603.9215,Superterran,F,18 59 38.53,+48 25 53.72,4.6665938,5.8326211,4.1111077,0.45060078,0,0,Hot,0,Draco,Dra,Dragon
Kepler-605 c,Transit,Kepler,2016,2019-04-16,0.566,M-R relationship,0.86,2.3589515,0.033,0.0,87.91,,Kepler-605,,,,287.2954,43.279868,19h09m10.90s,+43d16m47.52s,14.376,556.58,5462.0,0.91,0.88,0.02,4.47,-0.248,4.52,0.811258,0.65813953,0.76527853,0.88985875,0.00028176748,0.033,0.033,0.033,0.033,518.76674,1215.7457,1372.9937,Terran,G,19 09 10.90,+43 16 47.52,0.56493697,2.0293818,1.1423279,0.44492815,0,0,Hot,0,Lyra,Lyr,Lyre
Kepler-805 b,Transit,Kepler,2016,2019-04-16,8.7,M-R relationship,2.89,30.863893,0.1978,0.0,85.76,,Kepler-805,,,,293.23002,45.053364,19h32m55.20s,+45d03m12.11s,12.586,638.49,6112.0,1.19,1.65,-0.06,4.27,0.541,4.08,1.7350448,3.0103806,1.0416542,0.36043398,0.003840039,0.1978,0.1978,0.1978,0.1978,88.827497,782.05368,,Neptunian,F,19 32 55.20,+45 03 12.11,3.4753616,5.0334269,3.8159499,0.48284952,0,0,Hot,0,Cygnus,Cyg,Swan
CoRoT-6 b,Transit,CoRoT,2009,2022-10-18,940.74,Mass,13.068,8.886593,0.0855,0.1,89.07,,CoRoT-6,,,F9 V,281.07256,6.6632062,18h44m17.41s,+06d39m47.54s,13.961,645.294,6090.0,1.05,1.03,-0.2,2.5,0.026,4.43,8.4845779,71.988062,5.5087284,0.42154334,0.007420286,0.0859275,0.07695,0.09405,0.085607227,145.96548,883.78066,,Jovian,F,18 44 17.41,+06 39 47.54,1.0616956,2.7820425,3.5242674,0.42358893,0,0,Hot,0,Ophiuchus,Oph,Serpent Holder
Kepler-712 b,Transit,Kepler,2016,2019-04-16,11.5,M-R relationship,3.41,21.022477,0.1378,0.0,89.95,,Kepler-712,,,,294.90967,42.935199,19h39m38.32s,+42d56m06.72s,16.161,872.493,5148.0,0.84,0.78,-0.03,3.31,-0.484,4.58,1.8364188,3.372434,0.98898358,0.29002451,0.0032974178,0.1378,0.1378,0.1378,0.1378,17.278322,519.3679,,Neptunian,K,19 39 38.32,+42 56 06.72,0.32809529,1.5465493,0.64851854,0.4120557,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-722 b,Transit,Kepler,2016,2018-09-25,7.41,M-R relationship,2.63,4.0935733,0.0514,0.0,79.95,,Kepler-722,,,,290.26329,44.556405,19h21m03.19s,+44d33m23.06s,15.489,1239.5,5863.0,1.03,1.05,0.02,4.37,-0.039,4.41,1.6785382,2.8174905,1.0712892,0.40733428,0.00099252631,0.0514,0.0514,0.0514,0.0514,345.99814,1098.6722,,Neptunian,G,19 21 03.19,+44 33 23.06,0.91411324,2.5814503,2.3709154,0.46193849,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-680 b,Transit,Kepler,2016,2019-04-16,6.44,M-R relationship,2.42,3.6899263,0.0469,0.0,89.19,,Kepler-680,,,,291.62238,50.618179,19h26m29.37s,+50d37m05.45s,15.321,1492.48,5890.0,1.08,1.11,0.13,3.72,0.197,4.38,1.6313053,2.661157,1.0996517,0.45440151,0.00085070463,0.0469,0.0469,0.0469,0.0469,715.57361,1317.5384,1487.9526,Superterran,G,19 26 29.37,+50 37 05.45,1.5739829,3.3873788,2.5230358,0.45686713,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-85 e,Transit,Kepler,2014,2019-04-16,0.6,Mass,1.27,25.216751,0.163,0.0,88.74,,Kepler-85,,,,290.97344,45.290276,19h23m53.63s,+45d17m24.99s,14.89,765.025,5436.0,0.92,0.89,0.0,4.37,-0.212,4.49,0.6873434,0.47244094,0.37200074,0.29291397,0.0014139281,0.163,0.163,0.163,0.163,23.100681,558.47779,630.71291,Terran,G,19 23 53.63,+45 17 24.99,0.61376201,2.11526,1.0964123,0.44487126,0,0,Hot,0,Cygnus,Cyg,Swan
Kepler-1811 b,Transit,Kepler,2021,2021-12-05,14.1,M-R relationship,3.848,76.422302,0.3462,0.0,89.99,,Kepler-1811,,,,289.97932,40.142785,19h19m55.04s,+40d08m34.03s,15.327,1390.56,5561.0,0.95,1.19,0.16,0.4,0.154,4.26,1.9142208,3.6642412,0.95224562,0.24746508,0.0085102859,0.3462,0.3462,0.3462,0.3462,11.894491,473.08173,,Neptunian,G,19 19 55.04,+40 08 34.03,1.4256076,3.2237679,1.3736747,0.30186264,0,0,Hot,0,Lyra,Lyr,Lyre
